time;ax;ay;az;aT
0,8460;-0,0100;0,0801;-0,0036;0,081
0,8500;0,0224;0,0619;-0,0180;0,068
0,8550;0,0296;0,0897;-0,0238;0,097
0,8610;0,0115;0,1018;-0,0450;0,112
0,8660;-0,0104;0,0781;-0,0327;0,085
0,8700;-0,0280;0,0476;-0,0075;0,056
0,8870;-0,0258;0,0188;0,0092;0,033
0,8880;-0,0332;0,0521;0,0198;0,065
0,8890;-0,0192;0,0522;0,0837;0,100
0,8940;-0,0150;0,0486;0,0901;0,103
0,8960;-0,0001;0,0524;0,1011;0,114
0,9020;0,0114;0,0144;0,1026;0,104
0,9060;0,0218;-0,0162;0,0744;0,079
0,9280;0,0217;-0,0395;0,0773;0,089
0,9280;0,0470;-0,0235;0,0433;0,068
0,9290;0,0641;-0,0122;0,0678;0,094
0,9290;0,0466;-0,0440;0,0470;0,079
0,9310;0,0475;-0,0270;0,0715;0,090
0,9390;0,0439;-0,0067;0,1112;0,120
0,9410;0,0251;-0,0046;0,0817;0,086
0,9460;-0,0279;0,0091;0,1131;0,117
0,9500;-0,0341;0,0222;0,0802;0,090
0,9560;-0,0487;0,0054;-0,0082;0,050
0,9610;-0,0127;-0,0206;-0,0092;0,026
0,9660;0,0483;-0,0023;-0,0423;0,064
0,9710;0,0535;0,0278;-0,0549;0,082
0,9760;0,0413;0,0306;-0,0828;0,097
0,9810;0,0262;0,0134;-0,1104;0,114
0,9860;0,0158;0,0047;-0,0963;0,098
0,9920;0,0113;0,0272;-0,0919;0,096
0,9960;0,0439;0,0213;-0,1243;0,134
1,0010;0,0073;0,0012;-0,1387;0,139
1,0070;0,0067;0,0004;-0,1102;0,110
1,0130;0,0030;0,0032;-0,1188;0,119
1,0170;0,0318;0,0001;-0,1095;0,114
1,0220;0,0396;0,0028;-0,0659;0,077
1,0410;0,0234;-0,0076;-0,0512;0,057
1,0430;0,0367;-0,0110;-0,0568;0,069
1,0430;0,0386;-0,0205;0,0018;0,044
1,0440;0,0375;-0,0100;-0,0137;0,041
