time;ax;ay;az;aT
1,6840;0,0397;0,2886;-0,0766;0,301
1,6890;-0,0387;0,2143;-0,1041;0,241
1,6960;-0,1471;0,1171;-0,1745;0,257
1,6990;-0,1963;0,0716;-0,2258;0,308
1,7040;-0,2703;0,0478;-0,3165;0,419
1,7090;-0,3309;-0,0256;-0,3582;0,488
1,7150;-0,3228;-0,0732;-0,3904;0,512
1,7190;-0,3055;-0,1116;-0,3653;0,489
1,7250;-0,3061;-0,1525;-0,3249;0,472
1,7300;-0,3214;-0,2068;-0,3302;0,505
1,7340;-0,3739;-0,2299;-0,3284;0,548
1,7400;-0,4102;-0,2517;-0,2719;0,553
1,7450;-0,4405;-0,2451;-0,2669;0,570
1,7510;-0,4795;-0,1919;-0,2107;0,558
1,7550;-0,4591;-0,2038;-0,2120;0,545
1,7600;-0,4914;-0,1418;-0,2052;0,551
1,7660;-0,5080;-0,1414;-0,2211;0,572
1,7700;-0,4599;-0,1451;-0,1989;0,522
1,7750;-0,4820;-0,2162;-0,2581;0,588
1,7940;-0,6663;-0,5037;-0,3437;0,903
1,7950;-0,5850;-0,4404;-0,2716;0,781
1,7960;-0,2682;-0,0532;-0,2130;0,347
1,7970;0,0771;0,2541;-0,0818;0,278
1,8010;0,3708;0,4669;0,1269;0,610
1,8050;0,4614;0,4792;0,2720;0,719
1,8090;0,3512;0,3554;0,3250;0,596
1,8200;0,2060;0,0933;0,3434;0,411
1,8210;0,0818;-0,1868;0,3238;0,383
1,8240;0,0845;-0,2041;0,2707;0,349
1,8360;0,1746;-0,0218;0,2979;0,346
1,8370;0,2057;0,1592;0,3765;0,458
1,8400;0,2280;0,3073;0,4480;0,589
1,8480;0,2424;0,3745;0,4993;0,670
1,8500;0,2824;0,3734;0,5055;0,689
1,8550;0,3591;0,3277;0,4498;0,662
1,8600;0,4632;0,2803;0,3395;0,639
1,8650;0,5628;0,3008;0,2057;0,671
1,8700;0,6143;0,2975;0,0256;0,683
1,8750;0,6477;0,2661;-0,1424;0,715
1,8810;0,5745;0,2444;-0,2349;0,667
1,8860;0,5492;0,1958;-0,3562;0,683
1,8900;0,4941;0,1820;-0,4537;0,695
1,8990;0,4286;0,1360;-0,4318;0,623
1,9000;0,3907;0,0928;-0,3745;0,549
1,9060;0,3078;0,0751;-0,2925;0,431
1,9100;0,2419;0,0346;-0,2024;0,317
1,9160;0,2051;-0,0243;-0,0410;0,211
1,9210;0,1877;-0,0933;0,0878;0,227
1,9250;0,1644;-0,1553;0,2259;0,320
1,9460;0,0526;-0,1746;0,3639;0,407
1,9470;-0,0951;-0,2066;0,3689;0,433
1,9490;-0,2502;-0,2188;0,3286;0,467
1,9510;-0,3531;-0,2089;0,3026;0,510
1,9520;-0,4192;-0,1815;0,3531;0,577
1,9550;-0,4284;-0,1789;0,3714;0,595
1,9610;-0,3852;-0,1770;0,3264;0,535
1,9750;-0,2896;-0,1844;0,2888;0,449
1,9760;-0,1194;-0,1627;0,2885;0,352
1,9760;0,0342;-0,1413;0,2630;0,301
1,9910;0,2046;-0,0829;0,1814;0,286
1,9910;0,3437;-0,0267;0,1381;0,371
1,9920;0,4530;0,0564;0,1128;0,470
1,9970;0,5569;0,1030;0,0958;0,574
2,0000;0,5968;0,1190;0,2030;0,642
2,0050;0,5930;0,1227;0,2705;0,663
2,0090;0,5825;0,1202;0,3353;0,683
2,0160;0,6399;0,0992;0,4157;0,769
2,0200;0,6713;0,0915;0,4962;0,840
2,0250;0,6734;0,0635;0,5158;0,851
2,0310;0,6329;0,0728;0,5058;0,813
2,0350;0,5721;0,0379;0,4960;0,758
2,0390;0,5288;0,0195;0,3668;0,644
2,0480;0,3989;0,0439;0,1831;0,441
2,0500;0,3181;0,0285;0,0967;0,334
2,0570;0,2756;0,0229;-0,0073;0,277
2,0610;0,2090;0,0334;-0,1518;0,260
2,0660;0,1627;0,0579;-0,3080;0,353
2,0710;0,1416;0,0851;-0,4449;0,475
2,0760;0,1637;0,1011;-0,5267;0,561
2,0980;0,1742;0,1458;-0,5656;0,610
2,1000;0,2125;0,1712;-0,5174;0,585
2,1020;0,2639;0,2130;-0,4718;0,581
2,1020;0,3045;0,1964;-0,4765;0,599
2,1030;0,3785;0,2182;-0,4848;0,653
2,1070;0,4132;0,1937;-0,5123;0,686
2,1100;0,4179;0,1720;-0,5649;0,723
2,1180;0,3576;0,1318;-0,5423;0,663
2,1210;0,3437;0,1402;-0,5330;0,649
2,1250;0,2983;0,1394;-0,5011;0,600
2,1350;0,2537;0,1559;-0,4717;0,558
2,1360;0,2054;0,1786;-0,4198;0,500
2,1410;0,1690;0,1250;-0,3607;0,418
2,1480;0,1279;0,1110;-0,3042;0,348
2,1510;0,1313;0,1136;-0,2955;0,343
2,1560;0,1385;0,0984;-0,2964;0,342
2,1600;0,1617;0,1082;-0,3272;0,381
2,1660;0,2191;0,1184;-0,3328;0,416
2,1710;0,2138;0,1591;-0,4007;0,481
2,1760;0,2455;0,1637;-0,4793;0,563
2,1820;0,2475;0,2028;-0,4862;0,582
2,1870;0,2272;0,1871;-0,4526;0,540
2,1920;0,2614;0,1862;-0,4157;0,525
2,1990;0,3248;0,2016;-0,4125;0,562
2,2010;0,4184;0,1731;-0,4142;0,614
2,2060;0,4443;0,1788;-0,3504;0,593
2,2120;0,4671;0,1865;-0,2821;0,577
2,2300;0,5246;0,2303;-0,1590;0,595
2,2310;0,5701;0,2710;-0,0278;0,632
2,2320;0,5670;0,2782;0,1628;0,652
2,2330;0,4987;0,2409;0,3460;0,653
2,2570;0,3338;0,2436;0,5840;0,715
2,2580;0,1917;0,2544;0,7955;0,857
2,2580;0,0718;0,1999;0,9877;1,010
2,2590;-0,0418;0,1449;1,1728;1,182
2,2590;-0,1086;0,0355;1,2264;1,232
2,2680;-0,1527;-0,0786;1,2468;1,259
2,2680;-0,2242;-0,1629;1,2711;1,301
2,2790;-0,3226;-0,2784;1,2276;1,299
2,2800;-0,3747;-0,3330;1,1284;1,235
2,2810;-0,4035;-0,3603;1,0392;1,172
2,2920;-0,4367;-0,3577;0,9158;1,076
2,2920;-0,4486;-0,3646;0,7667;0,960
2,2990;-0,4226;-0,3481;0,5868;0,803
2,3020;-0,3631;-0,3128;0,4481;0,656
2,3060;-0,2927;-0,3012;0,3373;0,539
2,3110;-0,1724;-0,2305;0,1408;0,320
2,3170;-0,0675;-0,1588;-0,0087;0,173
2,3220;0,0104;-0,1169;-0,1482;0,189
2,3270;0,0457;-0,1271;-0,2564;0,290
2,3330;0,0566;-0,1138;-0,3870;0,407
2,3370;-0,0050;-0,1147;-0,4660;0,480
2,3420;-0,0746;-0,1263;-0,5055;0,526
2,3500;-0,1886;-0,0982;-0,6239;0,659
2,3520;-0,2726;-0,1249;-0,6394;0,706
2,3570;-0,4061;-0,1062;-0,6849;0,803
2,3630;-0,5258;-0,0866;-0,6861;0,869
2,3810;-0,6583;-0,1057;-0,6861;0,957
2,3820;-0,7178;-0,1110;-0,6849;0,998
2,3830;-0,7702;-0,0981;-0,6586;1,018
2,3830;-0,8613;-0,0313;-0,6468;1,078
2,4030;-0,8737;0,0066;-0,5859;1,052
2,4040;-0,9331;0,0607;-0,5800;1,100
2,4050;-0,9959;0,1032;-0,5260;1,131
2,4050;-1,0306;0,1267;-0,5246;1,163
2,4060;-1,0901;0,1430;-0,5470;1,228
2,4110;-1,1182;0,1638;-0,5154;1,242
2,4160;-1,1441;0,2227;-0,5508;1,289
2,4210;-1,1225;0,2275;-0,5801;1,284
2,4260;-1,0764;0,2573;-0,5854;1,252
2,4320;-1,0153;0,3288;-0,5525;1,202
2,4360;-0,9087;0,4049;-0,5865;1,155
2,4410;-0,8045;0,4180;-0,6588;1,121
2,4470;-0,7154;0,4470;-0,7093;1,102
2,4520;-0,6223;0,4866;-0,7695;1,103
2,4570;-0,4922;0,5505;-0,9111;1,173
2,4650;-0,3959;0,6115;-0,9297;1,181
2,4660;-0,3437;0,6930;-0,9403;1,218
2,4720;-0,3300;0,6554;-1,0064;1,246
2,4770;-0,2880;0,6890;-1,0121;1,258
2,4820;-0,2431;0,6863;-0,9192;1,173
2,4880;-0,1671;0,6294;-0,8546;1,074
2,4920;-0,1042;0,5315;-0,7526;0,927
2,5210;-0,0066;0,4236;-0,5893;0,726
2,5220;0,0444;0,3723;-0,3682;0,526
2,5230;0,1078;0,3223;-0,1898;0,389
2,5230;0,1961;0,2430;0,0239;0,313
2,5240;0,2009;0,1631;0,2276;0,345
2,5240;0,1824;0,1322;0,3808;0,442
2,5270;0,1459;0,0984;0,5315;0,560
2,5370;0,0628;0,0934;0,6894;0,699
2,5370;0,0516;0,0917;0,8092;0,816
2,5410;-0,0061;0,0701;0,8813;0,884
2,5480;-0,0945;0,0726;0,9119;0,920
2,5520;-0,1263;0,0557;0,9311;0,941
2,5560;-0,1623;0,0588;0,9401;0,956
2,5610;-0,1949;0,0640;0,8193;0,845
2,5690;-0,2242;0,0689;0,6503;0,691
2,5730;-0,2706;0,1003;0,5035;0,580
2,5780;-0,3377;0,1085;0,3191;0,477
2,5830;-0,3672;0,1919;0,1473;0,440
2,5880;-0,3603;0,2621;-0,0013;0,446
2,5920;-0,3267;0,3820;-0,1305;0,519
2,6000;-0,2877;0,4933;-0,2402;0,619
2,6020;-0,2601;0,6490;-0,3640;0,788
2,6080;-0,2355;0,7493;-0,4698;0,915
2,6160;-0,2104;0,8664;-0,5493;1,047
2,6180;-0,1858;1,0040;-0,5165;1,144
2,6230;-0,1878;1,1421;-0,4971;1,260
2,6270;-0,1875;1,2175;-0,4492;1,311
2,6330;-0,1994;1,3053;-0,3227;1,359
2,6380;-0,1638;1,3263;-0,1726;1,348
2,6420;-0,0999;1,3065;-0,0956;1,314
2,6630;0,0243;1,2336;-0,0236;1,234
2,6650;0,0914;1,1600;0,0507;1,165
2,6650;0,0739;1,0833;0,0795;1,089
2,6660;0,0747;1,0164;0,1034;1,024
